
date;_sale_id;_product_id;category;quantity;unit_price;discount;country;payment_method
2024-07-20;e5f6a7b8-5717-4562-b3fc-2c963f66af14;712345678905;Toys;4;39.99;0.05;España;Cash
2024-08-03;f6a7b8c9-5717-4562-b3fc-2c963f66af15;812345678906;Electronics;6;249.99;0.1;Alemania;Credit Card
2024-08-12;07a8b9c0-5717-4562-b3fc-2c963f66af16;912345678907;Clothing;2;79.99;0;Estados Unidos;Debit Card
2024-08-25;18b9c0d1-5717-4562-b3fc-2c963f66af17;012345678908;Food;9;12.99;0.05;Francia;PayPal
2024-09-05;29c0d1e2-5717-4562-b3fc-2c963f66af18;112345678909;Books;3;29.99;0.2;Reino Unido;Bank Transfer
2024-09-15;3ac1d2f3-5717-4562-b3fc-2c963f66af19;212345678910;Home;5;99.99;0.1;España;Credit Card
2024-09-25;4bd2e3f4-5717-4562-b3fc-2c963f66af1a;312345678911;Electronics;4;349.99;0.15;Alemania;Debit Card
2024-10-03;5ce3f4a5-5717-4562-b3fc-2c963f66af1b;412345678912;Clothing;7;39.99;0;Estados Unidos;Cash
2024-10-12;6df4a5b6-5717-4562-b3fc-2c963f66af1c;512345678913;Food;8;15.99;0.05;Francia;PayPal
2024-10-20;7ef5b6c7-5717-4562-b3fc-2c963f66af1d;612345678914;Toys;2;49.99;0.1;Reino Unido;Bank Transfer
2024-11-02;8f06c7d8-5717-4562-b3fc-2c963f66af1e;712345678915;Books;6;19.99;0.2;Alemania;Credit Card
2024-11-11;9017d8e9-5717-4562-b3fc-2c963f66af1f;812345678916;Home;4;159.99;0.15;Estados Unidos;Debit Card
2024-11-20;a128e9fa-5717-4562-b3fc-2c963f66af20;912345678917;Electronics;3;279.99;0.1;España;Bitcoin
2024-12-01;b239f0ab-5717-4562-b3fc-2c963f66af21;012345678918;Clothing;5;49.99;0.05;Francia;Credit Card
2024-12-05;c34a01bc-5717-4562-b3fc-2c963f66af22;112345678919;Food;10;9.99;0;Reino Unido;Debit Card
2024-12-10;d45b12cd-5717-4562-b3fc-2c963f66af23;212345678920;Toys;2;19.99;0.15;Alemania;PayPal
2024-12-15;e56c23de-5717-4562-b3fc-2c963f66af24;312345678921;Books;1;14.99;0.2;Estados Unidos;Bank Transfer
2024-12-20;f67d34ef-5717-4562-b3fc-2c963f66af25;412345678922;Home;7;89.99;0.1;Reino Unido;Credit Card
2024-01-15;0a78e45f-5717-4562-b3fc-2c963f66af26;512345678923;Electronics;4;349.99;0;Francia;Debit Card
2024-01-20;1b89f56a-5717-4562-b3fc-2c963f66af27;612345678924;Clothing;6;59.99;0.05;España;Cash
2024-01-25;2c90a67b-5717-4562-b3fc-2c963f66af28;712345678925;Food;8;5.99;0;Alemania;PayPal
2024-02-05;3d01b78c-5717-4562-b3fc-2c963f66af29;812345678926;Toys;3;29.99;0.15;Estados Unidos;Bank Transfer
2024-02-10;4e12c89d-5717-4562-b3fc-2c963f66af2a;912345678927;Books;2;19.99;0.2;Reino Unido;Credit Card
2024-02-15;5f23d90e-5717-4562-b3fc-2c963f66af2b;012345678928;Home;5;129.99;0.1;Francia;Debit Card
2024-03-03;6a34e01f-5717-4562-b3fc-2c963f66af2c;112345678929;Electronics;2;399.99;0.1;España;Bitcoin
2024-03-10;7b45f12a-5717-4562-b3fc-2c963f66af2d;212345678930;Clothing;5;59.99;0.05;Alemania;Bitcoin
2024-03-17;8c56a23b-5717-4562-b3fc-2c963f66af2e;312345678931;Food;1;24.99;0;Estados Unidos;Credit Card
2024-03-24;9d67b34c-5717-4562-b3fc-2c963f66af2f;412345678932;Toys;4;39.99;0.15;Reino Unido;Debit Card
2024-04-01;0e78c45d-5717-4562-b3fc-2c963f66af30;512345678933;Books;6;19.99;0.2;Francia;PayPal
2024-04-08;1f89d56e-5717-4562-b3fc-2c963f66af31;612345678934;Home;3;159.99;0.15;España;Bank Transfer
2024-04-15;2a90e67f-5717-4562-b3fc-2c963f66af32;712345678935;Electronics;4;279.99;0.1;Alemania;Credit Card
2024-04-22;3b01f780-5717-4562-b3fc-2c963f66af33;812345678936;Clothing;7;49.99;0.05;Estados Unidos;Debit Card
2024-04-29;4c12a891-5717-4562-b3fc-2c963f66af34;912345678937;Food;10;9.99;0;Reino Unido;Cash
2024-05-05;5d23b9a2-5717-4562-b3fc-2c963f66af35;012345678938;Toys;2;29.99;0.15;Francia;PayPal
2024-05-10;afe013d1-4b6a-4e7c-8c36-3b9f56e771a1;223344556677;Electronics;3;199.99;0.05;México;Credit Card
2024-05-10;afe013d1-4b6a-4e7c-8c36-3b9f56e771a1;334455667788;Electronics;2;299.99;0.1;México;Credit Card
2024-05-15;bfc124e2-5c7b-4f8d-9d47-4c8f67f882b2;445566778899;Clothing;5;49.99;0;Argentina;Cash
2024-05-15;bfc124e2-5c7b-4f8d-9d47-4c8f67f882b2;556677889900;Clothing;2;39.99;0.05;Argentina;Cash
2024-06-01;cfd235f3-6d8c-5e9e-0a58-5d9f78a993c3;667788990011;Food;8;12.99;0;España;Debit Card
2024-06-01;cfd235f3-6d8c-5e9e-0a58-5d9f78a993c3;778899001122;Food;4;15.99;0.1;España;Debit Card
2024-06-20;dfe34604-7e9d-6fa0-1b69-6ea089baadc4;889900112233;Toys;3;24.99;0.2;Colombia;PayPal
2024-06-20;dfe34604-7e9d-6fa0-1b69-6ea089baadc4;990011223344;Toys;6;19.99;0.15;Colombia;PayPal
2024-07-03;eff45715-8fae-7b11-2c7a-7fb19abcbdc5;001122334455;Books;1;9.99;0;Perú;Bank Transfer
2024-07-03;eff45715-8fae-7b11-2c7a-7fb19abcbdc5;112233445566;Books;2;14.99;0.1;Perú;Bank Transfer
2024-07-15;ffe56826-90bf-8c22-3d8b-8fc2abcdcdc6;223344556677;Home;5;129.99;0.1;Chile;Bitcoin
2024-07-15;ffe56826-90bf-8c22-3d8b-8fc2abcdcdc6;334455667788;Home;3;99.99;0.05;Chile;Bitcoin
2024-08-01;10f67937-a1d0-9d33-4e9c-90d3bcdefed7;445566778899;Electronics;4;349.99;0;México;Credit Card
2024-08-01;10f67937-a1d0-9d33-4e9c-90d3bcdefed7;556677889900;Electronics;2;279.99;0.1;México;Credit Card
2024-08-18;21f78a48-b2e1-0d44-5fac-a1e4cdefeed8;667788990011;Clothing;6;59.99;0.05;Argentina;Debit Card
2024-08-18;21f78a48-b2e1-0d44-5fac-a1e4cdefeed8;778899001122;Clothing;3;79.99;0.1;Argentina;Debit Card
2024-09-05;32f89b59-c3f2-1e55-6fbd-b2f5defeffd9;889900112233;Food;10;9.99;0;España;Cash
2024-09-05;32f89b59-c3f2-1e55-6fbd-b2f5defeffd9;990011223344;Food;5;11.99;0.05;España;Cash
2024-09-22;43f9ac6a-d4g3-2f66-70ce-c3f6efefffe0;001122334455;Toys;2;29.99;0.1;Colombia;PayPal
2024-09-22;43f9ac6a-d4g3-2f66-70ce-c3f6efefffe0;112233445566;Toys;4;34.99;0.2;Colombia;PayPal
2024-10-10;54fabd7b-e5h4-3g77-81df-d4g7fefeffe1;223344556677;Books;1;19.99;0;Perú;Bank Transfer
2024-10-10;54fabd7b-e5h4-3g77-81df-d4g7fefeffe1;334455667788;Books;3;24.99;0.05;Perú;Bank Transfer
2024-10-28;65fbce8c-f6i5-4h88-92eg-e5h8fefeffe2;445566778899;Home;7;179.99;0.15;Chile;Bitcoin
2024-10-28;65fbce8c-f6i5-4h88-92eg-e5h8fefeffe2;556677889900;Home;5;149.99;0.1;Chile;Bitcoin
2024-11-11;76fcd9ad-g7j6-5i99-03fh-f6i9fefeffe3;667788990011;Electronics;3;399.99;0.1;México;Credit Card
2024-11-11;76fcd9ad-g7j6-5i99-03fh-f6i9fefeffe3;778899001122;Electronics;1;499.99;0.2;México;Credit Card
2024-11-29;87fdeabe-h8k7-6j00-14gi-g7j0fefeffe4;889900112233;Clothing;8;69.99;0.05;Argentina;Debit Card
2024-11-29;87fdeabe-h8k7-6j00-14gi-g7j0fefeffe4;990011223344;Clothing;4;89.99;0.1;Argentina;Debit Card
2024-12-12;98fefbcf-i9l8-7k11-25hj-h8k1fefeffe5;001122334455;Food;6;7.99;0;España;Cash
2024-12-12;98fefbcf-i9l8-7k11-25hj-h8k1fefeffe5;112233445566;Food;3;8.99;0.1;España;Cash
2024-12-30;a9ff0cd0-j0m9-8l22-36ik-i9l2fefeffe6;223344556677;Toys;5;39.99;0.15;Colombia;PayPal
2024-12-30;a9ff0cd0-j0m9-8l22-36ik-i9l2fefeffe6;334455667788;Toys;2;49.99;0.2;Colombia;PayPal
2024-01-10;fa10cd12-a1b2-45c3-89d4-12a3456bc789;112233445566;Electronics;2;999.99;0.05;México;Credit Card
2024-01-10;fa10cd12-a1b2-45c3-89d4-12a3456bc789;223344556677;Electronics;1;1199.99;0.0;México;Credit Card
2024-02-15;cb23de34-b2c3-56d4-90e5-23b4567cd890;334455667788;Clothing;5;59.99;0.0;Argentina;Cash
2024-02-15;cb23de34-b2c3-56d4-90e5-23b4567cd890;445566778899;Clothing;3;79.99;0.1;Argentina;Cash
2024-03-01;dc34ef45-c3d4-67e5-a1f6-34c5678de901;556677889900;Food;10;12.99;0.05;España;Debit Card
2024-03-01;dc34ef45-c3d4-67e5-a1f6-34c5678de901;667788990011;Food;6;15.99;0.0;España;Debit Card
2024-03-20;ed45f056-d4e5-78f6-b2g7-45d6789ef012;778899001122;Toys;2;49.99;0.0;Colombia;PayPal
2024-03-20;ed45f056-d4e5-78f6-b2g7-45d6789ef012;889900112233;Toys;4;39.99;0.15;Colombia;PayPal
2024-04-05;fe560167-e5f6-89g7-c3h8-56e7890fg123;990011223344;Books;1;19.99;0.0;Perú;Bank Transfer
2024-04-05;fe560167-e5f6-89g7-c3h8-56e7890fg123;001122334455;Books;3;24.99;0.1;Perú;Bank Transfer
2024-04-18;0f671278-f6g7-90h8-d4i9-67f8901gh234;112233445566;Home;5;129.99;0.1;Chile;Bitcoin
2024-04-18;0f671278-f6g7-90h8-d4i9-67f8901gh234;223344556677;Home;2;99.99;0.05;Chile;Bitcoin
2024-05-01;1g782389-g7h8-01i9-e5j0-78g9012hi345;334455667788;Electronics;3;349.99;0.0;México;Credit Card
2024-05-01;1g782389-g7h8-01i9-e5j0-78g9012hi345;445566778899;Electronics;1;279.99;0.1;México;Credit Card
2024-06-08;2h893490-h8i9-12j0-f6k1-89h0123ij456;556677889900;Clothing;4;59.99;0.05;Argentina;Debit Card
2024-06-08;2h893490-h8i9-12j0-f6k1-89h0123ij456;667788990011;Clothing;2;79.99;0.1;Argentina;Debit Card
2024-07-02;3i904501-i9j0-23k1-g7l2-90i1234jk567;778899001122;Food;10;9.99;0.0;España;Cash
2024-07-02;3i904501-i9j0-23k1-g7l2-90i1234jk567;889900112233;Food;6;11.99;0.05;España;Cash
2024-08-10;4j015612-j0k1-34l2-h8m3-a1j2345kl678;990011223344;Toys;3;29.99;0.1;Colombia;PayPal
2024-08-10;4j015612-j0k1-34l2-h8m3-a1j2345kl678;001122334455;Toys;2;34.99;0.2;Colombia;PayPal
2024-09-05;5k126723-k1l2-45m3-i9n4-b2k3456lm789;112233445566;Books;1;19.99;0.0;Perú;Bank Transfer
2024-09-05;5k126723-k1l2-45m3-i9n4-b2k3456lm789;223344556677;Books;3;24.99;0.05;Perú;Bank Transfer
2024-09-20;6l237834-l2m3-56n4-j0o5-c3l4567mn890;334455667788;Home;7;179.99;0.15;Chile;Bitcoin
2024-09-20;6l237834-l2m3-56n4-j0o5-c3l4567mn890;445566778899;Home;5;149.99;0.1;Chile;Bitcoin
2024-10-12;7m348945-m3n4-67o5-k1p6-d4m5678no901;556677889900;Electronics;3;399.99;0.1;México;Credit Card
2024-10-12;7m348945-m3n4-67o5-k1p6-d4m5678no901;667788990011;Electronics;1;499.99;0.2;México;Credit Card
2024-11-02;8n459056-n4o5-78p6-l2q7-e5n6789op012;778899001122;Clothing;8;69.99;0.05;Argentina;Debit Card
2024-11-02;8n459056-n4o5-78p6-l2q7-e5n6789op012;889900112233;Clothing;4;89.99;0.1;Argentina;Debit Card
2024-11-18;9o560167-o5p6-89q7-m3r8-f6o7890pq123;990011223344;Food;6;7.99;0.0;España;Cash
2024-11-18;9o560167-o5p6-89q7-m3r8-f6o7890pq123;001122334455;Food;3;8.99;0.1;España;Cash
2024-12-10;a1p671278-p6q7-90r8-n4s9-g7p8901qr234;112233445566;Electronics;2;1299.99;0.05;México;Bitcoin
2024-12-10;a1p671278-p6q7-90r8-n4s9-g7p8901qr234;223344556677;Electronics;1;1399.99;0.0;México;Bitcoin
2024-12-30;b2q782389-q7r8-01s9-o5t0-h8q9012rs345;334455667788;Electronics;4;999.99;0.1;Argentina;Credit Card
2024-12-30;b2q782389-q7r8-01s9-o5t0-h8q9012rs345;445566778899;Electronics;2;899.99;0.05;Argentina;Credit Card
2024-01-16;4fcb86a9-625f-4423-be64-e36918bfb452;332089282155;Toys;5;29.99;0.0;Argentina;Credit Card
2024-08-07;ab53218e-1652-459c-aee5-d022128ea92b;439487229390;Clothing;3;79.99;0.0;Colombia;Cash
2024-06-02;bcd9c1b6-d280-4bae-a489-27eb3a528afc;568802018938;Food;5;12.99;0.0;México;PayPal
2024-08-21;f1c205a5-8314-4b40-a286-3c5aa8fc7b51;391366564196;Food;9;1.99;0.0;Chile;Bank Transfer
2024-06-05;de45048c-9e79-421a-b5c8-14d6ce3c11b7;526917682698;Toys;10;5.99;0.1;Chile;Credit Card
2024-10-02;5ca00693-dbb4-44cb-80da-f6452454dcf7;844422049598;Toys;6;499.99;0.0;Colombia;Cash
2024-11-04;02496d58-76fd-47ee-ba47-e7e9a42537b9;670256928605;Electronics;6;999.99;0.15;España;Cash
2024-01-25;78337053-95eb-45e5-894a-7df75b7d1ef6;161025781613;Clothing;10;129.99;0.05;Chile;PayPal
2024-09-16;e667d5f7-5906-4ee0-bf1e-0c082d0f8b22;446355803046;Home;3;699.99;0.05;Colombia;Credit Card
2024-03-11;2a555e15-ed83-4ee4-883d-f917af8f0ed3;391225824228;Home;1;89.99;0.05;México;PayPal
2024-02-22;07814d8a-c6d9-4167-8aa3-dd3c392fa716;563173777171;Clothing;8;79.99;0.1;México;Bitcoin
2024-06-18;bcfe56c8-e690-4fa4-a934-c5a46d1624e6;986641176224;Toys;8;29.99;0.05;Argentina;Debit Card
2024-04-04;26396dbe-e582-4e43-9c62-e76339264ffb;910563320905;Electronics;5;799.99;0.0;Perú;Credit Card
2024-10-22;33b1c616-1e56-42ed-af44-7d3a94135712;559645864376;Electronics;8;2399.99;0.1;Perú;Debit Card
2024-08-26;26a54e63-e320-4cd5-a7f0-f3144a1611ce;698578641502;Electronics;6;1199.99;0.05;Chile;Bank Transfer
2024-05-03;13cae275-8fa8-4cdc-af64-61105cae2468;562719923102;Books;8;29.99;0.1;Argentina;Debit Card
2024-05-30;519f1f0b-5054-4233-928c-e0cab93b9d57;914868123715;Electronics;4;999.99;0.0;Argentina;Debit Card
2024-02-28;17e3145c-827a-4bdd-9979-ea54c7bf9107;899608879482;Electronics;1;1199.99;0.1;Perú;Cash
2024-10-22;6ef47c3d-1057-4155-ab6a-3f342b5e1108;157845083569;Home;6;89.99;0.05;Chile;Credit Card
2024-07-25;3c0a89ab-858f-40c3-ac69-82ea3d1035c1;568485062373;Electronics;6;999.99;0.0;Chile;Cash
2024-01-19;718be139-2414-4290-9a9f-33e1e409ad1d;130469971758;Clothing;1;129.99;0.05;España;PayPal
2024-01-29;c02a7289-127a-4772-a6fb-7e59b00176be;111799214257;Food;4;1.99;0.0;Perú;Cash
2024-11-24;77db0424-3c4b-4b24-a28c-d76fefb1bbd8;681287922202;Toys;3;5.99;0.0;Perú;Bank Transfer
2024-10-18;74725e74-078e-4eed-b007-efcc0106c2ce;324790296358;Electronics;4;2399.99;0.05;Colombia;Debit Card
2024-01-28;ed2e2e53-bf1a-4c75-a0ac-8f22b14a45ec;905944802280;Toys;2;499.99;0.1;España;PayPal
2024-10-10;78f6a19a-81b8-4fb2-bd90-97b28acc701c;378480853972;Food;3;12.99;0.0;Colombia;Bitcoin
2024-11-26;861db40d-38e5-449a-a39b-d19f67f21d4c;710513372097;Clothing;4;199.99;0.2;Chile;Debit Card
2024-03-27;7b92ea2f-f34a-4f58-a62e-208074384e55;179519245948;Food;8;24.99;0.0;España;Debit Card
2024-02-03;6115a5b9-b205-47cc-96d4-6c9b88d2bf12;313887874712;Home;9;699.99;0.0;México;Credit Card
2024-01-31;cc3424b1-847f-4c82-a95e-19ea5f2c2267;781638261567;Books;4;14.99;0.05;Colombia;Debit Card
2024-05-29;e477531b-cbcb-4092-8e7b-99695b48b94e;660683535209;Home;7;89.99;0.0;México;Bitcoin
2024-02-18;d78add07-0a76-42da-9af3-adc3c41dee06;370157744701;Toys;7;5.99;0.2;Chile;Credit Card
2024-03-11;dae876bf-92b7-4211-8e76-d2f28c9bb196;905043729156;Food;10;24.99;0.0;España;Cash
2024-01-07;1134458f-3b4a-473a-817d-6229eb76c460;860364061183;Toys;1;499.99;0.0;México;PayPal
2024-04-21;9757d716-0f67-4af0-b49a-9ae2a8d55089;455522851794;Toys;5;499.99;0.0;Argentina;Cash
2024-05-03;2ffa6031-6261-479c-844d-7df0eb799a0c;970608604474;Books;10;29.99;0.0;Colombia;Debit Card
2024-09-04;7571d698-f104-440b-8583-3c764abdeee5;787846922632;Toys;4;29.99;0.1;Argentina;Cash
2024-11-18;e80c4d0b-c15c-463a-b6e1-6e96d469b00d;274281779169;Home;9;159.99;0.05;Argentina;Debit Card
2024-04-10;1c906dc3-e0a7-4bc5-8cb8-bdebc8d02170;658627670252;Electronics;2;2399.99;0.1;Perú;Cash
2024-09-27;5fe0366d-1487-440f-a903-508d328b2db4;127229617670;Books;2;19.99;0.0;Colombia;Bank Transfer
2024-06-07;7af39c59-46de-4580-b324-b120ede6df94;560569421824;Toys;6;499.99;0.15;Chile;Bitcoin
2024-10-10;64d15c82-3e39-40fe-a68c-e913a26bf926;298068150140;Home;3;699.99;0.0;Perú;Cash
2024-06-07;d9c5b7d9-a294-4efb-bb10-b864adf0bdc0;257746402743;Home;9;159.99;0.15;México;PayPal
2024-05-02;ee53c9b8-ed0b-4247-a666-fa7c90dcd106;510038444427;Clothing;7;129.99;0.0;Argentina;Cash
2024-05-04;29ce4205-e965-4f32-8b64-8276a66f06b5;223219378380;Books;10;29.99;0.0;Colombia;Bitcoin
2024-09-04;32cc5704-a26b-4d19-9f83-5b7933bb2fff;816986603427;Electronics;5;2399.99;0.05;Colombia;Cash
2024-10-17;842a61c9-f2a6-47f0-9802-a899639d78c6;885137478048;Toys;9;5.99;0.0;Chile;Bank Transfer
2024-11-14;cab8962b-9d72-4ccb-aa5f-0dddb73f0bda;319204769950;Books;5;19.99;0.1;Chile;Credit Card
2024-10-29;26fbfee7-26ce-48e6-b379-ae0982716f69;640907365626;Food;9;12.99;0.05;Argentina;PayPal
2024-09-19;6f2e1b0d-556b-426e-8337-4c61dd466892;197972069455;Clothing;6;129.99;0.05;Chile;Cash
2024-01-04;f1d73c93-5659-4460-b974-10e72eb43840;914426752516;Food;2;12.99;0.0;Perú;Bank Transfer
2024-08-21;97c43934-2bc1-43ea-a1f2-24752c561878;817274574382;Clothing;2;129.99;0.0;Argentina;Bank Transfer
2024-10-07;fa66519b-4c43-434e-9e43-9d6e9120c63d;277386840070;Electronics;10;799.99;0.0;Argentina;Debit Card
2024-12-10;53b5e526-0242-4e52-adfb-a9c9c37fb942;730848691670;Home;1;499.99;0.05;Argentina;Cash
2024-03-28;a41e79e7-8547-4d51-95aa-f87761129c71;931700161241;Electronics;6;1199.99;0.0;Chile;Debit Card
2024-08-13;15173e1d-02c4-4385-afd1-90f775b30469;469163556544;Toys;3;29.99;0.1;Chile;PayPal
2024-02-02;33b4d389-1ac2-42b2-897a-2de931956347;343623419238;Electronics;8;999.99;0.0;Colombia;PayPal
2024-10-20;84e44efa-576d-4ea5-9107-4fdf806b7bd1;324522308588;Home;5;89.99;0.0;España;Credit Card
2024-01-04;61c35792-f267-4604-8927-aca3ed83fca9;344677528458;Food;6;24.99;0.0;Colombia;Bank Transfer
2024-04-24;f8f7c4d2-5e8f-48b7-92cb-f2a6c2e4c8af;983191264202;Clothing;1;199.99;0.0;Argentina;Bank Transfer
2024-04-16;1cef65b2-6332-4548-8073-9dba40eaeab0;663584243040;Clothing;7;199.99;0.0;Perú;PayPal
2024-09-22;3c30a713-b61b-4836-988d-aa7e61729123;553686892675;Home;7;159.99;0.0;Colombia;Debit Card
2024-05-19;fca57ddb-82a9-409b-a91b-e4954b21b8bc;905613791747;Food;9;9.99;0.0;España;Credit Card
2024-08-27;54b4537c-ea9b-4cff-8de9-835d0b3163b5;154629738805;Toys;7;5.99;0.0;Argentina;Debit Card
2024-03-18;bfb9afd8-04b7-4214-ad78-32b2b76e16c1;399810612108;Food;8;9.99;0.2;Chile;Bank Transfer
2024-02-04;2b8d6b6b-ed54-4249-a019-5c0a51c6ae73;978738052307;Home;2;499.99;0.0;España;Debit Card
2024-06-29;7fb8989d-27d1-418c-9a1a-cea3afb60dc5;534403468249;Home;1;89.99;0.2;Perú;Bank Transfer
2024-08-21;49125d57-fb5f-4a85-843f-03ad122b4502;758290501155;Books;9;29.99;0.0;España;Bitcoin
2024-10-05;399ce87d-7605-4698-9029-7d219abd25ab;529659512472;Food;1;24.99;0.0;Argentina;Credit Card
2024-04-14;6c69cdfa-568f-4ca9-a945-93d682124652;874759081278;Electronics;2;999.99;0.05;Chile;Bitcoin
2024-03-21;5831e4a3-9b47-4a29-b0fd-bdc0594d6779;419640289952;Clothing;8;199.99;0.0;México;Bitcoin
2024-02-17;c2bc462e-09ec-4ac5-bcf4-e0ad4b90d49a;170377391740;Home;9;499.99;0.0;Argentina;Credit Card
2024-09-28;061c0945-90c2-4408-9529-9ad56347884b;574195327091;Home;10;499.99;0.0;Argentina;Bitcoin
2024-04-10;1f8b9778-3441-4253-8037-4b4b73bd6707;736947561424;Home;8;699.99;0.0;Colombia;Debit Card
2024-07-08;48232e50-f631-440b-804f-c1cc11fd47b8;507393197166;Toys;9;29.99;0.05;Chile;Debit Card
2024-10-31;b00425d3-e3e5-4788-9b8e-b39a17157338;729335009657;Toys;3;499.99;0.0;Colombia;Debit Card
2024-01-08;935e7db0-923c-415b-ad3c-a8ff22f20843;223255959713;Clothing;6;199.99;0.0;Chile;PayPal
2024-04-08;c2094a91-d210-4aa3-a522-d8561e834e9d;353864558279;Books;8;19.99;0.0;México;Cash
2024-05-10;6eccbe99-77ba-44cf-8eab-b3a67bceafff;172236515746;Books;10;14.99;0.05;México;Credit Card
2024-02-08;f04add43-5843-4367-a213-d622d7c5a79e;823593137023;Books;6;14.99;0.0;Perú;PayPal
2024-10-02;28cee45b-7414-483b-994f-44906f7933e4;282639317333;Food;7;1.99;0.1;Perú;Bitcoin
2024-11-11;03c099bd-2fed-4a63-950e-47e45a51aa3d;698351047697;Food;1;12.99;0.0;Argentina;Bitcoin
2024-07-09;a8ae7630-0b6b-4265-bf61-e005d985e9fe;699672376615;Clothing;9;129.99;0.05;España;Credit Card
2024-01-27;37bc4a12-ecbc-4f69-948f-779ae2cd2ef4;937615801168;Electronics;1;999.99;0.0;Perú;PayPal
2024-06-21;588424bb-66d3-4481-8106-9f751f1d720c;952747593149;Home;7;699.99;0.05;Argentina;Bank Transfer
2024-05-04;19b9f7b4-96e7-4e94-bbb3-3d0e6f91a8ab;594699810426;Books;7;19.99;0.0;Colombia;Bitcoin
2024-05-05;5cada112-e3e1-46ed-b359-027526dd14bd;338912539445;Toys;4;499.99;0.2;Argentina;Credit Card
2024-01-19;9ed0b685-3cb7-4a47-99fa-3ef494a2b307;406571767545;Clothing;2;79.99;0.1;Argentina;Credit Card
2024-02-02;8d82b80c-7a33-4905-96d3-51d3bc8caff5;327197521994;Home;7;499.99;0.0;México;Debit Card
2024-06-09;2c664661-4175-489c-a733-f0fa9e2a81e1;929712289268;Clothing;9;39.99;0.05;Colombia;Bitcoin
2024-04-08;e7165530-d001-49f5-ab56-8e78b6476696;629150647770;Food;8;12.99;0.0;Colombia;PayPal
2024-04-01;14a578db-0cad-429a-bcd9-420ce7ed6667;993170946807;Electronics;9;799.99;0.15;Colombia;Credit Card
2024-12-02;758896e1-d2ea-4f83-a99e-175afab66981;656057800263;Books;5;14.99;0.05;Argentina;Bank Transfer
2024-04-27;d5f8d9b7-c2db-454f-9ddd-dc45ddf33cdf;807484966203;Clothing;7;39.99;0.1;México;Credit Card
2024-05-26;574522ab-58ae-4f93-bb52-76f662934ce6;438410265910;Home;2;699.99;0.0;Chile;Bitcoin
2024-06-25;47d23cb3-df8a-416f-8e38-2c620e28cddd;413297634584;Food;5;1.99;0.0;Chile;Cash
2024-01-02;5948dfd4-e66e-4dbe-b02c-b8b2af8d9c54;337473713461;Food;8;12.99;0.05;España;Bitcoin
2024-01-14;f1e3e86f-ccbc-4e45-bdd6-f6874db69592;658466334571;Food;2;1.99;0.2;Perú;Credit Card
2024-07-11;11161797-f074-4d18-b5ea-dd0eae7a27b6;245120357262;Food;9;9.99;0.0;Perú;Credit Card
2024-03-16;c694b598-a6b7-47b0-959b-0242ffdb6a8b;172596521551;Toys;6;49.99;0.0;Chile;Cash
2024-12-29;8554ffc6-44f3-457e-b21e-2f57f26916d5;989874334019;Home;8;499.99;0.0;Perú;Bitcoin
2024-11-04;fbf11749-6b5b-4945-b241-f44b1bafc4fa;241480658244;Electronics;6;799.99;0.0;México;PayPal
2024-03-20;e73c6ca0-de0b-4089-b8d3-45d38eb3adeb;513697542476;Electronics;1;999.99;0.0;España;Bank Transfer
